policy_id,issue_age,sum_assured,coverage_years
5028,33,69142.61,10
5029,39,17371.885,10
5030,18,34276.582,10
5031,26,41643.91,10
5032,18,49955.094,10
5033,41,57592.3,10
5034,38,23491.758,10
5035,47,47352.742,10
5036,55,38889.562,10
5037,30,119082.72,10
5038,51,22555.08,10
5039,21,49309.664,10
5040,45,28896.34,10
5041,18,221942.81,10
5042,55,136635.11,10
5043,24,13438.674,10
5044,37,26444.602,10
5045,48,100359.79,10
5046,26,72085.25,10
5047,44,70299.766,10
5048,22,58247.734,10
5049,40,107016.484,10
5050,42,93391.87,10
5051,30,39629.67,10
5052,20,19156.004,10
5053,34,12935.439,10
5054,50,46021.652,10
5055,21,11474.207,10
5056,21,61118.85,10
5057,22,39079.49,10
5058,42,236784.83,10
5059,37,65793.85,10
5060,51,48844.55,10
5061,43,13723.191,10
5062,37,18213.557,10
5063,25,86237.6,10
5064,22,38921.457,10
5065,21,380057.9,10
5066,52,46785.906,10
5067,45,57234.727,10
5068,46,17435.45,10
5069,26,106694.36,10
5070,55,23841.941,10
5071,33,76062.3,10
5072,23,95722.91,10
5073,44,53956.47,10
5074,36,203893.9,10
5075,36,30675.385,10
5076,28,191034.72,10
5077,48,18088.316,10
5078,19,94750.375,10
5079,40,44615.984,10
5080,37,28375.24,10
5081,36,13236.789,10
5082,26,40588.617,10
5083,38,38589.14,10
5084,42,57417.434,10
5085,41,89288.7,10
5086,45,26186.658,10
5087,51,204105.53,10
5088,22,32498.543,10
5089,39,80945.67,10
5090,20,53739.96,10
5091,26,42651.19,10
5092,29,51628.24,10
5093,45,23565.717,10
5094,34,36670.406,10
5095,47,17119.512,10
5096,20,32220.623,10
5097,43,34421.777,10
5098,31,98317.31,10
5099,38,38339.582,10
5100,24,34937.395,10
5101,45,59623.82,10
5102,43,57783.605,10
5103,35,31161.72,10
5104,21,68539.195,10
5105,50,43341.27,10
5106,39,31121.297,10
5107,38,33637.445,10
5108,52,106858.29,10
5109,30,34455.914,10
5110,42,61616.105,10
5111,51,17923.322,10
5112,23,122030.01,10
5113,36,31362.96,10
5114,45,68872.336,10
5115,28,40885.215,10
5116,35,68244.055,10
5117,28,71291.36,10
5118,50,44535.758,10
5119,40,11237.443,10
5120,24,119681.625,10
5121,39,44705.695,10
5122,34,67116.36,10
5123,22,86955.625,10
5124,52,34684.18,10
5125,28,75620.8,10
5126,47,27493.271,10
5127,32,68173.59,10
5128,44,50794.355,10
5129,22,35659.902,10
5130,52,51915.465,10
5131,41,21496.03,10
5132,50,64023.805,10
5133,37,69566.33,10
5134,36,65926.15,10
5135,20,166294.39,10
5136,33,46341.785,10
5137,43,48965.938,10
5138,51,19605.447,10
5139,19,175914.6,10
5140,52,15082.095,10
5141,48,60031.77,10
5142,45,30575.473,10
5143,38,52555.844,10
5144,19,17559.156,10
5145,23,102038.87,10
5146,23,23286.629,10
5147,27,127106.52,10
5148,26,23805.928,10
5149,35,109092.15,10
5150,37,25719.543,10
5151,18,30579.664,10
5152,18,49926.21,10
5153,52,25372.898,10
5154,25,24782.12,10
5155,26,25609.156,10
5156,44,64528.53,10
5157,40,49982.027,10
5158,37,52150.2,10
5159,20,38563.906,10
5160,53,77554.66,10
5161,21,115823.73,10
5162,29,79242.805,10
5163,42,42302.48,10
5164,55,18828.938,10
5165,32,10281.626,10
5166,19,47471.574,10
5167,38,10149.961,10
5168,27,42630.875,10
5169,52,153564.64,10
5170,48,19870.713,10
5171,33,17870.252,10
5172,24,83226.88,10
5173,48,5298.532,10
5174,31,67861.55,10
5175,53,161875.97,10
5176,36,24879.273,10
5177,29,21685.227,10
5178,25,80161.36,10
5179,34,19598.01,10
5180,40,95648.305,10
5181,46,20917.268,10
5182,26,205767.08,10
5183,52,84933.41,10
5184,41,51545.145,10
5185,50,196493.03,10
5186,30,114120.85,10
5187,32,67149.164,10
5188,44,11262.145,10
5189,35,28526.338,10
5190,52,119146.125,10
5191,42,17670.953,10
5192,50,27097.578,10
5193,23,22072.771,10
5194,31,68986.336,10
5195,44,108084.41,10
5196,30,108169.79,10
5197,40,25273.78,10
5198,26,68234.47,10
5199,44,24339.898,10
5200,51,42249.15,10
5201,25,75804.484,10
5202,55,116877.14,10
5203,44,8957.628,10
5204,31,54105.227,10
5205,29,154139.44,10
5206,53,60207.598,10
5207,38,53416.176,10
5208,25,31868.475,10
5209,52,150901.2,10
5210,51,33068.98,10
5211,36,46150.3,10
5212,47,34324.26,10
5213,33,54520.645,10
5214,31,156419.98,10
5215,42,24219.008,10
5216,54,54711.047,10
5217,37,68365.93,10
5218,45,26105.795,10
5219,42,47694.227,10
5220,20,219882.89,10
5221,53,12148.813,10
5222,41,35696.848,10
5223,31,61097.48,10
5224,43,37012.98,10
5225,25,503216.75,10
5226,55,77554.086,10
5227,45,21682.98,10
5228,40,7710.7505,10
5229,39,65643.836,10
5230,50,27317.506,10
5231,36,140210.08,10
5232,32,40130.254,10
5233,25,31732.51,10
5234,20,31306.486,10
5235,21,110082.53,10
5236,36,69720.16,10
5237,24,203728.53,10
5238,26,42095.35,10
5239,32,99668.19,10
5240,45,101040.75,10
5241,37,85718.94,10
5242,46,33252.727,10
5243,41,73021.17,10
5244,24,46257.75,10
5245,31,45295.605,10
5246,34,26242.357,10
5247,25,9168.301,10
5248,26,135737.67,10
5249,22,70616.914,10
5250,38,17072.422,10
5251,37,88782.664,10
5252,47,137900.36,10
5253,35,93144.96,10
5254,36,24500.965,10
5255,39,27838.766,10
5256,31,32256.584,10
5257,36,99572.984,10
5258,55,73346.21,10
5259,54,466032.94,10
5260,26,13454.518,10
5261,53,47939.72,10
5262,34,10695.454,10
5263,47,80587.32,10
5264,26,117394.34,10
5265,32,158492.6,10
5266,50,58139.23,10
5267,19,10819.775,10
5268,42,48033.76,10
5269,49,70913.08,10
5270,31,22374.145,10
5271,38,40448.926,10
5272,28,18000.207,10
5273,19,30626.309,10
5274,52,103751.26,10
5275,41,86155.46,10
5276,25,16376.5,10
5277,31,28446.777,10
5278,47,52336.633,10
5279,19,59933.91,10
5280,29,29420.932,10
5281,21,73199.53,10
5282,37,48608.44,10
5283,20,6364.395,10
5284,21,31648.373,10
5285,54,30933.582,10
5286,45,86025.34,10
5287,36,87258.1,10
5288,25,13122.664,10
5289,19,71008.555,10
5290,38,47127.277,10
5291,39,55321.55,10
5292,47,30598.818,10
5293,39,47586.973,10
5294,54,125497.33,10
5295,31,54694.96,10
5296,33,48331.41,10
5297,22,34078.28,10
5298,46,116027.56,10
5299,34,17946.457,10
5300,35,26323.111,10
5301,26,17140.668,10
5302,47,58707.715,10
5303,50,128486.15,10
5304,29,38435.7,10
5305,48,21253.012,10
5306,52,185152.58,10
5307,28,71740.07,10
5308,31,62429.773,10
5309,38,42942.863,10
5310,24,85390.45,10
5311,32,61652.11,10
5312,38,34022.03,10
5313,25,38899.48,10
5314,38,22111.848,10
5315,22,20012.775,10
5316,28,39436.875,10
5317,41,125888.29,10
5318,37,21860.742,10
5319,38,97623.58,10
5320,54,26387.096,10
5321,50,11974.035,10
5322,20,77424.46,10
5323,40,184018.72,10
5324,24,25214.896,10
5325,50,14241.017,10
5326,35,71948.805,10
5327,25,23890.566,10
5328,26,76810.414,10
5329,47,125613.12,10
5330,26,65138.582,10
5331,45,95567.96,10
5332,21,96092.64,10
5333,34,110385.67,10
5334,52,51841.53,10
5335,43,93250.01,10
5336,34,57028.117,10
5337,30,68379.914,10
5338,51,574437.94,10
5339,33,60661.15,10
5340,41,15086.723,10
5341,22,42695.25,10
5342,49,39001.59,10
5343,18,40454.914,10
5344,49,107208.65,10
5345,25,123531.49,10
5346,40,45948.207,10
5347,25,16420.385,10
5348,29,54125.176,10
5349,29,32372.588,10
5350,53,59165.984,10
5351,52,45388.26,10
5352,29,132304.9,10
5353,19,62294.27,10
5354,55,32455.492,10
5355,46,16503.908,10
5356,32,48115.85,10
5357,41,48253.73,10
5358,36,40530.484,10
5359,43,92970.48,10
5360,46,16540.307,10
5361,19,27166.586,10
5362,39,52162.15,10
5363,38,31957.805,10
5364,47,37586.902,10
5365,55,47647.105,10
5366,37,86556.29,10
5367,46,46134.64,10
5368,49,10342.643,10
5369,21,30870.018,10
5370,26,74340.09,10
5371,24,92034.35,10
5372,45,96188.45,10
5373,45,120658.61,10
5374,21,54969.188,10
5375,39,61716.727,10
5376,29,22217.854,10
5377,41,8779.002,10
5378,20,16086.122,10
5379,22,28518.498,10
5380,39,16848.46,10
5381,19,39554.58,10
5382,40,34548.094,10
5383,41,105877.695,10
5384,23,23028.068,10
5385,51,55951.684,10
5386,22,35737.797,10
5387,44,22348.521,10
5388,33,27934.258,10
5389,46,9689.232,10
5390,46,90985.53,10
5391,18,153520.17,10
5392,44,40368.51,10
5393,25,51176.1,10
5394,44,39461.94,10
5395,40,25944.25,10
5396,38,87877.63,10
5397,55,64539.516,10
5398,23,4866.2104,10
5399,39,21852.916,10
5400,42,9675.278,10
5401,49,173530.69,10
5402,35,43578.33,10
5403,34,60617.54,10
5404,52,37689.703,10
5405,29,120805.33,10
5406,23,99542.74,10
5407,54,42082.824,10
5408,43,197634.12,10
5409,44,57990.402,10
5410,28,15547.859,10
5411,25,54165.164,10
5412,42,75639.266,10
5413,36,44945.164,10
5414,55,35975.44,10
5415,47,205102.95,10
5416,18,19362.4,10
5417,35,5479.7085,10
5418,46,182594.2,10
5419,37,18749.838,10
5420,38,39754.72,10
5421,52,36968.91,10
5422,47,133944.0,10
5423,31,157576.03,10
5424,19,17780.861,10
5425,52,148050.1,10
5426,46,145875.17,10
5427,31,50780.223,10
5428,44,105431.04,10
5429,37,114238.34,10
5430,21,40857.105,10
5431,30,44078.395,10
5432,55,80116.79,10
5433,38,13588.217,10
5434,25,37674.28,10
5435,38,19139.15,10
5436,37,156160.69,10
5437,29,37321.027,10
5438,50,62372.344,10
5439,43,41984.203,10
5440,38,39854.516,10
5441,22,59192.57,10
5442,38,27868.809,10
5443,52,42658.95,10
5444,46,42408.492,10
5445,25,35639.363,10
5446,49,68365.516,10
5447,26,34967.75,10
5448,52,181438.19,10
5449,41,82697.91,10
5450,36,16989.15,10
5451,54,77689.91,10
5452,29,28801.84,10
5453,43,55733.152,10
5454,34,27856.51,10
5455,41,8640.841,10
5456,54,49138.176,10
5457,38,15870.95,10
5458,40,69951.02,10
5459,50,57503.79,10
5460,55,30843.172,10
5461,54,215390.5,10
5462,31,18552.287,10
5463,42,30342.607,10
5464,30,20398.67,10
5465,43,255973.98,10
5466,28,147498.55,10
5467,25,16027.8125,10
5468,36,25830.557,10
5469,28,26541.143,10
5470,44,32183.098,10
5471,30,21710.553,10
5472,38,30797.15,10
5473,28,111711.63,10
5474,18,237354.05,10
5475,20,14534.199,10
5476,32,21739.64,10
5477,36,59315.496,10
5478,42,14122.63,10
5479,29,60556.004,10
5480,25,77023.086,10
5481,45,87579.336,10
5482,25,75319.47,10
5483,43,32584.092,10
5484,20,43236.6,10
5485,28,19460.775,10
5486,41,72493.28,10
5487,29,180316.06,10
5488,49,72369.414,10
5489,50,28674.906,10
5490,53,110814.375,10
5491,43,331802.66,10
5492,45,60736.38,10
5493,22,77913.66,10
5494,25,85985.945,10
5495,42,13852.382,10
5496,55,35985.832,10
5497,44,33146.258,10
5498,27,97506.234,10
5499,40,88829.47,10
5500,41,45396.438,10
5501,47,31592.525,10
5502,49,12971.391,10
5503,40,49387.285,10
5504,52,23298.023,10
5505,36,21098.922,10
5506,37,104903.2,10
5507,51,96501.53,10
5508,35,33823.223,10
5509,22,14250.4375,10
5510,35,25825.793,10
5511,19,110678.12,10
5512,33,72689.57,10
5513,21,34280.586,10
5514,34,52406.234,10
5515,47,9508.304,10
5516,21,8949.552,10
5517,50,243161.11,10
5518,54,74981.695,10
5519,29,50066.527,10
5520,53,36395.97,10
5521,54,12213.67,10
5522,35,110674.59,10
5523,54,20136.055,10
5524,49,87827.016,10
5525,36,55568.895,10
5526,45,47959.047,10
5527,18,17639.31,10
5528,37,17828.227,10
5529,31,68304.15,10
5530,50,53271.234,10
5531,29,51922.73,10
5532,24,62856.62,10
5533,32,10618.823,10
5534,36,112633.375,10
5535,38,37611.25,10
5536,19,127451.9,10
5537,55,10027.826,10
5538,46,78826.07,10
5539,27,78232.6,10
5540,19,15227.711,10
5541,40,29982.627,10
5542,28,21421.988,10
5543,30,99742.625,10
5544,21,64016.047,10
5545,27,179666.45,10
5546,41,58814.367,10
5547,31,89820.96,10
5548,31,127693.336,10
5549,35,77910.78,10
5550,41,36769.785,10
5551,31,31683.229,10
5552,31,46910.254,10
5553,26,94565.25,10
5554,50,27089.348,10
5555,35,84246.4,10
5556,19,64723.793,10
5557,45,18345.387,10
5558,20,81032.57,10
5559,37,56011.656,10
5560,40,32188.32,10
5561,23,55366.01,10
5562,29,33205.06,10
5563,44,60956.51,10
5564,46,43713.402,10
5565,19,14703.472,10
5566,25,44772.52,10
5567,46,35088.586,10
5568,55,83137.19,10
5569,20,101072.47,10
5570,20,33275.508,10
5571,33,26589.24,10
5572,47,13038.412,10
5573,21,26070.21,10
5574,53,38606.01,10
5575,19,17126.25,10
5576,34,102159.19,10
5577,53,61667.223,10
5578,28,45408.06,10
5579,29,49337.574,10
5580,35,63870.586,10
5581,52,82971.65,10
5582,25,95509.83,10
5583,18,39045.133,10
5584,44,44633.07,10
5585,21,57420.367,10
5586,32,43198.85,10
5587,43,100471.78,10
5588,54,133470.56,10
5589,38,65843.56,10
5590,44,24178.643,10
5591,21,75094.24,10
5592,33,67964.28,10
5593,48,22609.934,10
5594,43,67904.55,10
5595,42,32351.83,10
5596,40,90821.68,10
5597,41,74607.38,10
5598,38,59764.523,10
5599,55,51565.89,10
5600,18,9073.203,10
5601,45,18927.254,10
5602,38,45032.39,10
5603,25,168600.14,10
5604,36,78552.555,10
5605,35,213419.58,10
5606,33,53432.156,10
5607,53,48781.074,10
5608,55,156354.08,10
5609,52,44020.33,10
5610,25,22710.947,10
5611,48,64420.14,10
5612,26,122735.81,10
5613,53,25822.984,10
5614,55,80098.555,10
5615,45,46406.234,10
5616,47,71743.9,10
5617,46,64254.395,10
5618,26,35894.336,10
5619,51,45927.9,10
5620,52,37691.73,10
5621,49,54982.863,10
5622,47,25410.062,10
5623,20,30764.305,10
5624,28,35904.215,10
5625,20,68400.85,10
5626,45,16112.508,10
5627,27,45893.31,10
5628,28,28373.506,10
5629,32,35977.492,10
5630,54,29485.176,10
5631,39,58421.3,10
5632,40,44094.383,10
5633,33,88350.44,10
5634,51,68951.83,10
5635,28,14619.937,10
5636,18,23197.018,10
5637,28,43533.78,10
5638,49,48311.754,10
5639,23,24893.293,10
5640,49,141911.34,10
5641,23,99860.4,10
5642,53,13413.08,10
5643,51,65914.875,10
5644,43,48201.29,10
5645,50,135249.75,10
5646,41,14240.868,10
5647,45,259798.64,10
5648,52,25474.207,10
5649,51,67683.64,10
5650,45,30782.225,10
5651,54,37006.586,10
5652,24,12942.14,10
5653,33,130259.99,10
5654,21,40298.133,10
5655,19,42550.715,10
5656,54,317986.38,10
5657,47,107724.516,10
5658,18,29292.572,10
5659,30,30686.361,10
5660,18,61550.87,10
5661,29,92629.43,10
5662,41,203156.5,10
5663,37,13812.079,10
5664,28,89446.3,10
5665,36,101713.336,10
5666,46,26586.871,10
5667,21,37480.285,10
5668,27,13568.592,10
5669,38,33492.047,10
5670,35,60201.56,10
5671,18,178987.67,10
5672,45,192696.3,10
5673,30,21945.967,10
5674,52,160502.64,10
5675,26,10512.309,10
5676,48,31314.432,10
5677,45,39274.48,10
5678,44,61157.625,10
5679,47,54447.19,10
5680,28,66992.58,10
5681,36,43192.08,10
5682,55,107737.09,10
5683,41,86963.766,10
5684,48,39661.17,10
5685,22,98095.16,10
5686,38,261588.14,10
5687,25,29178.037,10
5688,51,191003.6,10
5689,40,31350.893,10
5690,25,154513.86,10
5691,27,32306.686,10
5692,29,92254.67,10
5693,55,57727.258,10
5694,25,11986.922,10
5695,18,231473.39,10
5696,48,24426.324,10
5697,21,18107.814,10
5698,42,29978.246,10
5699,40,378804.72,10
5700,22,18339.406,10
5701,33,57663.12,10
5702,47,20358.39,10
5703,30,23351.389,10
5704,41,13908.288,10
5705,55,64338.457,10
5706,20,43949.758,10
5707,28,20225.213,10
5708,27,100543.03,10
5709,21,109398.766,10
5710,21,69255.18,10
5711,45,127556.445,10
5712,43,37819.12,10
5713,44,64710.453,10
5714,37,37936.105,10
5715,44,14971.621,10
5716,23,59585.97,10
5717,23,56767.58,10
5718,41,48806.7,10
5719,55,67432.24,10
5720,32,154708.84,10
5721,51,42456.797,10
5722,53,23249.602,10
5723,47,41010.258,10
5724,29,44815.363,10
5725,28,109825.625,10
5726,54,54453.848,10
5727,52,19954.836,10
5728,54,95238.98,10
5729,36,83774.22,10
5730,54,54472.99,10
5731,50,106763.94,10
5732,52,122059.5,10
5733,42,36968.664,10
5734,40,24334.475,10
5735,23,49527.19,10
5736,21,76808.27,10
5737,44,45958.51,10
5738,35,22675.479,10
5739,53,56949.254,10
5740,26,9827.872,10
5741,48,38569.203,10
5742,46,98785.984,10
5743,38,103169.55,10
5744,30,2469.9548,10
5745,38,42860.72,10
5746,46,80756.92,10
5747,30,19514.492,10
5748,32,37131.26,10
5749,34,131393.47,10
5750,49,33943.33,10
5751,20,179636.67,10
5752,53,27634.762,10
5753,39,154458.77,10
5754,24,51360.73,10
5755,21,24763.262,10
5756,43,154871.27,10
5757,22,19045.732,10
5758,54,26449.71,10
5759,40,73992.12,10
5760,18,53339.49,10
5761,30,62252.207,10
5762,20,37239.438,10
5763,51,19153.936,10
5764,42,29672.432,10
5765,39,143788.34,10
5766,29,17157.549,10
5767,40,186344.47,10
5768,18,64374.023,10
5769,20,31018.354,10
5770,55,10078.26,10
5771,51,11195.082,10
5772,49,37611.727,10
5773,53,34137.203,10
5774,19,54938.91,10
5775,36,197816.23,10
5776,45,76868.66,10
5777,19,45108.56,10
5778,38,132356.42,10
5779,38,56404.344,10
5780,28,179790.12,10
5781,24,29205.41,10
5782,21,19961.2,10
5783,18,10092.143,10
5784,31,45956.44,10
5785,45,18621.37,10
5786,43,18411.592,10
5787,41,114374.55,10
5788,52,12608.128,10
5789,52,54318.766,10
5790,30,46779.113,10
5791,26,53824.457,10
5792,34,151306.11,10
5793,51,25828.28,10
5794,40,151408.55,10
5795,28,12229.597,10
5796,53,84151.26,10
5797,36,162897.6,10
5798,44,1951.8604,10
5799,28,48604.137,10
5800,34,45542.16,10
5801,52,52958.14,10
5802,31,196619.3,10
5803,46,27142.977,10
5804,35,19383.383,10
5805,41,53267.223,10
5806,39,122912.625,10
5807,20,78173.516,10
5808,41,51391.902,10
5809,52,41622.387,10
5810,53,10039.013,10
5811,36,79894.984,10
5812,51,87908.41,10
5813,54,28736.156,10
5814,27,34475.438,10
5815,40,21616.129,10
5816,38,100135.25,10
5817,25,37312.56,10
5818,52,44370.695,10
5819,45,82717.76,10
5820,44,64948.992,10
5821,22,78464.625,10
5822,19,57506.203,10
5823,34,58540.434,10
5824,54,58098.117,10
5825,53,71833.836,10
5826,21,74681.22,10
5827,36,18769.94,10
5828,31,31008.693,10
5829,53,42492.875,10
5830,28,71770.8,10
5831,44,179461.67,10
5832,33,26087.195,10
5833,36,100982.21,10
5834,51,31717.412,10
5835,49,149670.55,10
5836,28,230880.02,10
5837,48,12349.456,10
5838,30,38511.473,10
5839,48,7628.012,10
5840,29,12937.812,10
5841,38,13599.089,10
5842,28,82374.49,10
5843,48,70924.07,10
5844,50,94918.49,10
5845,45,81317.09,10
5846,22,73705.31,10
5847,26,54680.582,10
5848,34,45029.543,10
5849,35,113035.414,10
5850,24,50493.535,10
5851,37,76108.98,10
5852,42,7750.7896,10
5853,27,19530.312,10
5854,36,109530.43,10
5855,29,29290.846,10
5856,23,16374.692,10
5857,34,83517.555,10
5858,41,50053.402,10
5859,36,36106.457,10
5860,43,167220.25,10
5861,31,145761.3,10
5862,51,43023.793,10
5863,18,89114.61,10
5864,49,8339.973,10
5865,35,119906.26,10
5866,23,20962.89,10
5867,39,15647.474,10
5868,53,11986.859,10
5869,31,11268.165,10
5870,55,118662.516,10
5871,28,82842.3,10
5872,50,27094.623,10
5873,24,99081.45,10
5874,31,31063.635,10
5875,41,64776.48,10
5876,23,33993.72,10
5877,40,45424.54,10
5878,32,24178.541,10
5879,44,27225.904,10
5880,36,77269.55,10
5881,28,87868.92,10
5882,52,35899.51,10
5883,27,14755.13,10
5884,26,361051.5,10
5885,34,51489.625,10
5886,26,64182.824,10
5887,40,18228.006,10
5888,31,132185.98,10
5889,35,149356.97,10
5890,44,12750.814,10
5891,35,46067.812,10
5892,41,43279.254,10
5893,45,337910.28,10
5894,24,158683.88,10
5895,42,15664.551,10
5896,54,27926.645,10
5897,21,24474.402,10
5898,36,67313.72,10
5899,24,175877.92,10
5900,52,54563.34,10
5901,36,74660.86,10
5902,19,29387.695,10
5903,26,74341.484,10
5904,25,34277.484,10
5905,47,13455.869,10
5906,33,70578.08,10
5907,34,49607.453,10
5908,34,20785.693,10
5909,54,186481.36,10
5910,36,27081.742,10
5911,50,81394.2,10
5912,49,37411.734,10
5913,51,171895.17,10
5914,25,41345.047,10
5915,27,13096.18,10
5916,36,95585.84,10
5917,42,171341.42,10
5918,55,35514.246,10
5919,20,86067.414,10
5920,30,55454.8,10
5921,23,36812.97,10
5922,22,97967.06,10
5923,51,26363.861,10
5924,30,51316.85,10
5925,20,61430.617,10
5926,48,59673.887,10
5927,33,26888.47,10
5928,54,259746.77,10
5929,49,137252.08,10
5930,36,110426.82,10
5931,39,157369.0,10
5932,53,52827.52,10
5933,46,37151.004,10
5934,32,20921.857,10
5935,39,28482.154,10
5936,36,22215.812,10
5937,21,32770.824,10
5938,20,62377.43,10
5939,27,103880.68,10
5940,27,101606.33,10
5941,55,19586.037,10
5942,38,86775.69,10
5943,33,124849.49,10
5944,38,40798.074,10
5945,29,130349.984,10
5946,48,100752.12,10
5947,19,18180.512,10
5948,44,288706.9,10
5949,41,28205.16,10
5950,46,107550.336,10
5951,52,104480.516,10
5952,47,18780.395,10
5953,34,57697.082,10
5954,45,103457.0,10
5955,47,18621.79,10
5956,45,54147.723,10
5957,22,110626.695,10
5958,52,116491.17,10
5959,38,36392.566,10
5960,36,172004.11,10
5961,47,142087.16,10
5962,25,60643.07,10
5963,22,29513.916,10
5964,43,19674.857,10
5965,51,67630.53,10
5966,40,161359.22,10
5967,24,44447.152,10
5968,47,25147.477,10
5969,41,96733.73,10
5970,24,57491.266,10
5971,20,75546.4,10
5972,32,32845.02,10
5973,18,37193.797,10
5974,55,32721.307,10
5975,53,74541.67,10
5976,42,38111.133,10
5977,28,80315.49,10
5978,54,30414.69,10
5979,24,74442.3,10
5980,18,87798.81,10
5981,33,65186.824,10
5982,32,104131.836,10
5983,54,34016.91,10
5984,35,87019.89,10
5985,30,60261.85,10
5986,50,26160.115,10
5987,25,10874.248,10
5988,55,12903.452,10
5989,22,8544.894,10
5990,42,70310.875,10
5991,40,38559.703,10
5992,26,53613.07,10
5993,50,43280.48,10
5994,18,79627.46,10
5995,53,81512.22,10
5996,32,51745.82,10
5997,52,54312.77,10
5998,19,56076.383,10
5999,39,152238.66,10
6000,40,10057.757,10
6001,26,29242.008,10
6002,39,99906.23,10
6003,51,121309.484,10
6004,50,70371.125,10
6005,50,43151.684,10
6006,31,221687.95,10
6007,21,57643.207,10
6008,38,51246.73,10
6009,21,145104.08,10
6010,47,73146.48,10
6011,48,106047.51,10
6012,23,116466.17,10
6013,55,37115.91,10
6014,28,205656.73,10
6015,49,6974.9624,10
6016,52,10260.458,10
6017,30,29016.113,10
6018,25,35635.223,10
6019,37,66828.04,10
6020,20,28802.648,10
6021,31,49525.53,10
6022,34,42432.258,10
6023,30,248537.83,10
6024,45,26259.885,10
6025,49,13008.297,10
6026,50,122391.29,10
6027,51,28243.342,10
6028,21,46464.676,10
6029,33,29817.117,10
6030,20,90176.055,10
6031,36,16653.217,10
6032,41,5326.3677,10
6033,25,140976.9,10
6034,55,60946.695,10
6035,33,117935.58,10
6036,19,137248.42,10
6037,25,24019.117,10
6038,34,52486.45,10
6039,51,74913.48,10
6040,36,45850.65,10
6041,55,38950.906,10
6042,20,42144.41,10
6043,33,118968.33,10
6044,21,40642.457,10
6045,55,80818.555,10
6046,45,65992.24,10
6047,19,23119.504,10
6048,19,63662.684,10
6049,43,14600.943,10
6050,27,68935.38,10
6051,30,101994.28,10
6052,52,122627.86,10
6053,42,23333.053,10
6054,48,32560.496,10
6055,29,62757.316,10
6056,51,34167.78,10
6057,25,10685.86,10
6058,20,32416.443,10
6059,25,62563.64,10
6060,40,117453.87,10
6061,52,193135.08,10
6062,31,55256.24,10
6063,51,78666.59,10
6064,53,107840.164,10
6065,44,9694.662,10
6066,53,22123.715,10
6067,46,54275.492,10
6068,31,173604.36,10
6069,34,82750.625,10
6070,46,65090.766,10
6071,18,41659.664,10
6072,47,70348.28,10
6073,34,31027.395,10
6074,27,26793.508,10
6075,47,28722.287,10
6076,52,146117.08,10
6077,48,25529.16,10
6078,30,36342.99,10
6079,48,72881.29,10
6080,38,24726.49,10
6081,36,59916.633,10
6082,43,59899.39,10
6083,36,30339.78,10
6084,24,40650.0,10
6085,41,23503.797,10
6086,42,151144.42,10
6087,39,61442.273,10
6088,48,21608.97,10
6089,40,55316.844,10
6090,34,57357.2,10
6091,22,8309.764,10
6092,40,146112.7,10
6093,28,22654.002,10
6094,49,266185.84,10
6095,26,94467.48,10
6096,27,20298.748,10
6097,27,38885.543,10
6098,53,104597.28,10
6099,27,41339.598,10
6100,25,128331.0,10
6101,49,37009.254,10
6102,37,46950.36,10
6103,42,106926.64,10
6104,49,81023.22,10
6105,18,23851.355,10
6106,31,70757.91,10
6107,36,57167.27,10
6108,45,24110.23,10
6109,23,16438.75,10
6110,36,10664.453,10
6111,35,39507.23,10
6112,48,47885.74,10
6113,41,74864.92,10
6114,34,96390.33,10
6115,32,35907.133,10
6116,39,46785.152,10
6117,47,27249.771,10
6118,21,53614.188,10
6119,30,108508.66,10
6120,37,54213.9,10
6121,40,126809.164,10
6122,25,107066.305,10
6123,35,160481.92,10
6124,29,55445.965,10
6125,23,32657.64,10
6126,48,82188.04,10
6127,45,37103.1,10
6128,31,80150.36,10
6129,24,29423.107,10
6130,51,25772.25,10
6131,28,132314.25,10
6132,35,22241.578,10
6133,20,113275.31,10
6134,53,79905.75,10
6135,51,53917.82,10
6136,20,11000.13,10
6137,28,164112.19,10
6138,22,23668.646,10
6139,29,107183.88,10
6140,24,28768.193,10
6141,32,26979.908,10
6142,31,85363.266,10
6143,31,76922.24,10
6144,48,20004.254,10
6145,26,157816.08,10
6146,54,42401.617,10
6147,43,52834.582,10
6148,46,39423.453,10
6149,43,20693.34,10
6150,35,90035.37,10
6151,30,63033.324,10
6152,49,26257.592,10
6153,39,106413.2,10
6154,55,52242.3,10
6155,34,53150.348,10
6156,32,207107.5,10
6157,40,13813.18,10
6158,30,13668.035,10
6159,41,16366.212,10
6160,34,66881.984,10
6161,48,37516.773,10
6162,25,39980.26,10
6163,29,23525.615,10
6164,23,189468.73,10
6165,52,247853.39,10
6166,22,102631.68,10
6167,19,14972.189,10
6168,46,33869.184,10
6169,45,96930.27,10
6170,32,48200.023,10
6171,28,102904.3,10
6172,39,135676.77,10
6173,53,229931.08,10
6174,18,29610.555,10
6175,21,53359.44,10
6176,36,35142.54,10
6177,26,10088.511,10
6178,52,87644.88,10
6179,44,78474.71,10
6180,51,32283.688,10
6181,40,13923.508,10
6182,21,36771.547,10
6183,52,89740.695,10
6184,53,145749.48,10
6185,35,28274.492,10
6186,32,121289.48,10
6187,35,82269.445,10
6188,30,69589.266,10
6189,32,17764.13,10
6190,36,18392.566,10
6191,51,25723.225,10
